,system_date,lat,lon,speed,LA,LZ
6136,2022-11-10 00:37:44.813104,40.5275161667,-3.6552873333,9.986,72.98,87.86
6137,2022-11-10 00:37:45.825236,40.527502,-3.6553125,10.201,71.91,85.21
6138,2022-11-10 00:37:46.838250,40.5274793333,-3.655336,10.979,72.24,87.33
6139,2022-11-10 00:37:47.850443,40.5274581667,-3.6553608333,10.844,72.62,87.51
6140,2022-11-10 00:37:48.862906,40.5274385,-3.6553863333,10.791,70.97,85.65
6141,2022-11-10 00:37:49.875087,40.5274191667,-3.6554123333,10.329,71.75,86.87
6142,2022-11-10 00:37:50.887685,40.5273948333,-3.6554366667,11.104,71.22,86.27
6143,2022-11-10 00:37:51.899926,40.5273803333,-3.6554623333,10.291,70.26,88.06
6144,2022-11-10 00:37:52.912079,40.5273675,-3.6554885,10.893,71.77,87.08
6145,2022-11-10 00:37:53.924710,40.5273448333,-3.6555111667,10.652,75.53,89.32
6146,2022-11-10 00:37:54.937205,40.5273181667,-3.655537,12.366,76.33,90.02
6147,2022-11-10 00:37:55.949897,40.5272903333,-3.6555691667,14.426,77.55,91.66
6148,2022-11-10 00:37:56.962759,40.5272653333,-3.6556038333,13.795,78.07,92.03
6149,2022-11-10 00:37:57.975838,40.5272443333,-3.6556485,17.07,79.85,92.17
6150,2022-11-10 00:37:58.988987,40.5272056667,-3.655689,16.514,81.42,94.26
6151,2022-11-10 00:38:00.001609,40.5271886667,-3.6557431667,18.071,82.2,93.81
6152,2022-11-10 00:38:01.014052,40.5271845,-3.6558018333,19.034,79.74,95.6
6153,2022-11-10 00:38:02.023747,40.5271721667,-3.6558651667,0.0,78.84,91.64
6154,2022-11-10 00:38:03.033365,40.5271693333,-3.6559256667,0.0,77.55,90.65
6155,2022-11-10 00:38:04.043297,40.5271786667,-3.655979,0.0,75.79,88.03
6156,2022-11-10 00:38:05.063431,40.5271886667,-3.6560285,15.068,74.79,88.76
6157,2022-11-10 00:38:06.070226,0.0,0.0,15.144,76.11,89.98
6158,2022-11-10 00:38:07.083968,0.0,0.0,15.14,76.35,89.06
6159,2022-11-10 00:38:08.090843,0.0,0.0,16.425,77.43,90.18
6160,2022-11-10 00:38:09.097718,0.0,0.0,16.188,80.51,93.33
6161,2022-11-10 00:38:10.104257,0.0,0.0,17.41,80.7,94.01
6162,2022-11-10 00:38:11.110837,0.0,0.0,19.598,81.27,95.08
6163,2022-11-10 00:38:12.124075,40.5272686667,-3.6564406667,20.767,81.82,94.66
6164,2022-11-10 00:38:13.137118,40.5272753333,-3.6565068333,20.798,80.04,95.32
6165,2022-11-10 00:38:14.149788,40.5272778333,-3.65657,18.051,76.17,89.15
6166,2022-11-10 00:38:15.162647,40.5272838333,-3.6566183333,14.554,72.11,87.68
6167,2022-11-10 00:38:16.175410,40.5272883333,-3.6566511667,9.924,69.43,84.75
6168,2022-11-10 00:38:17.188007,40.5272891667,-3.6566756667,6.49,67.63,82.19
6169,2022-11-10 00:38:18.203116,40.5272905,-3.6566843333,1.699,67.46,81.02
6170,2022-11-10 00:38:19.215478,40.5272965,-3.656681,0.019,64.05,78.74
6171,2022-11-10 00:38:20.228090,40.5273015,-3.6566758333,0.227,56.57,66.43
6172,2022-11-10 00:38:21.240280,40.5273033333,-3.6566726667,0.098,53.73,62.95
6173,2022-11-10 00:38:22.253252,40.5273068333,-3.656669,0.062,54.44,64.6
6174,2022-11-10 00:38:23.265784,40.5273088333,-3.6566668333,0.011,58.94,65.53
6175,2022-11-10 00:38:24.278410,40.5273118333,-3.6566643333,0.189,56.81,65.95
6176,2022-11-10 00:38:25.291418,40.5273153333,-3.6566638333,1.448,57.65,67.47
6177,2022-11-10 00:38:26.312090,40.527318,-3.6566695,3.237,60.08,75.41
6178,2022-11-10 00:38:27.326855,40.5273218333,-3.6566796667,4.354,67.17,83.07
6179,2022-11-10 00:38:28.339250,40.527324,-3.6566975,6.374,72.4,86.15
6180,2022-11-10 00:38:29.351901,40.5273278333,-3.6567225,8.513,71.87,85.62
6181,2022-11-10 00:38:30.364183,40.527336,-3.6567538333,10.049,73.34,88.58
6182,2022-11-10 00:38:31.377025,40.5273505,-3.6567868333,12.086,74.86,88.33
6183,2022-11-10 00:38:32.389710,40.5273565,-3.6568263333,12.379,79.48,91.71
6184,2022-11-10 00:38:33.402174,40.52737,-3.656872,15.438,79.29,91.61
6185,2022-11-10 00:38:34.414939,40.5273791667,-3.6569188333,16.541,80.37,93.54
6186,2022-11-10 00:38:35.428012,40.5273913333,-3.6569746667,17.487,78.42,91.8
6187,2022-11-10 00:38:36.440607,40.5274016667,-3.657027,16.364,78.88,92.66
6188,2022-11-10 00:38:37.452741,40.5274198333,-3.6570753333,14.389,79.91,92.93
6189,2022-11-10 00:38:38.465000,40.5274343333,-3.65712,15.5,80.69,92.8
6190,2022-11-10 00:38:39.477577,40.5274428333,-3.6571825,19.151,81.2,93.61
6191,2022-11-10 00:38:40.494146,40.527448,-3.6572415,18.297,82.9,94.71
6192,2022-11-10 00:38:41.506655,40.5274626667,-3.6573015,19.681,80.1,92.51
6193,2022-11-10 00:38:42.519113,40.527466,-3.6573636667,18.723,77.27,91.0
6194,2022-11-10 00:38:43.531364,40.52747,-3.6574258333,17.257,77.44,91.13
6195,2022-11-10 00:38:44.543560,40.5274708333,-3.6574853333,17.526,78.5,93.41
6196,2022-11-10 00:38:45.556143,40.5274766667,-3.6575465,18.595,78.99,92.05
6197,2022-11-10 00:38:46.578639,40.5274776667,-3.657615,19.474,77.39,91.5
6198,2022-11-10 00:38:47.591409,40.5274693333,-3.6576935,19.212,81.8,97.03
6199,2022-11-10 00:38:48.603681,40.5274656667,-3.6577665,19.318,79.49,91.44
6200,2022-11-10 00:38:49.616564,40.5274618333,-3.6578383333,19.417,81.23,94.91
6201,2022-11-10 00:38:50.629165,40.527462,-3.6579106667,19.834,78.89,91.67
6202,2022-11-10 00:38:51.641233,40.5274593333,-3.6579746667,18.157,75.15,87.93
6203,2022-11-10 00:38:52.653361,40.527465,-3.6580463333,14.212,74.93,88.87
6204,2022-11-10 00:38:53.665825,40.5274505,-3.6580965,14.135,73.97,88.18
6205,2022-11-10 00:38:54.679318,40.5274361667,-3.6581395,12.609,75.16,89.63
6206,2022-11-10 00:38:55.691499,40.5274301667,-3.6581831667,11.837,70.14,84.43
6207,2022-11-10 00:38:56.703931,40.5274265,-3.6582148333,7.684,63.59,76.1
6208,2022-11-10 00:38:57.720475,40.5274245,-3.6582375,5.891,59.58,70.95
6209,2022-11-10 00:38:58.733668,40.5274241667,-3.6582486667,1.87,57.72,68.06
6210,2022-11-10 00:38:59.745630,40.5274206667,-3.6582553333,0.057,50.66,65.73
6211,2022-11-10 00:39:00.757831,40.5274146667,-3.6582626667,0.02,49.12,62.15
6212,2022-11-10 00:39:01.770142,40.527412,-3.658266,0.048,51.59,63.41
6213,2022-11-10 00:39:02.782187,40.5274071667,-3.6582733333,0.053,51.25,68.73
6214,2022-11-10 00:39:03.794572,40.5274038333,-3.6582801667,0.036,57.62,66.9
6215,2022-11-10 00:39:04.816800,40.5274025,-3.6582845,0.804,60.49,74.32
6216,2022-11-10 00:39:05.828874,40.5274028333,-3.6582935,3.886,62.78,77.03
6217,2022-11-10 00:39:06.841000,40.5274061667,-3.6583086667,5.22,67.05,82.0
6218,2022-11-10 00:39:07.853811,40.5274118333,-3.6583298333,7.134,66.19,81.17
6219,2022-11-10 00:39:08.865858,40.5274243333,-3.6583498333,8.335,70.55,85.68
6220,2022-11-10 00:39:09.879313,40.5274405,-3.6583706667,9.903,71.92,87.22
6221,2022-11-10 00:39:10.891549,40.5274463333,-3.6584073333,12.072,74.1,89.34
6222,2022-11-10 00:39:11.903606,40.5274603333,-3.6584471667,13.846,76.23,89.67
6223,2022-11-10 00:39:12.915689,40.5274761667,-3.6584963333,16.162,78.55,91.42
