,system_date,lat,lon,speed,LA,LZ
209,2022-11-17 22:50:28.997564,39.9701826667,0.0125641667,0.038,49.7,68.66
210,2022-11-17 22:50:30.009551,39.9701825,0.0125638333,0.033,50.62,69.31
211,2022-11-17 22:50:31.021524,39.9701815,0.012564,0.075,50.45,69.19
212,2022-11-17 22:50:32.033457,39.9701815,0.0125631667,0.109,49.58,68.88
213,2022-11-17 22:50:33.045453,39.9701811667,0.012563,0.074,49.93,68.75
214,2022-11-17 22:50:34.057317,39.9701811667,0.0125628333,0.015,51.6,69.55
215,2022-11-17 22:50:35.076046,39.9701811667,0.0125625,0.036,52.47,69.71
216,2022-11-17 22:50:36.096544,39.9701811667,0.0125618333,0.046,51.27,69.92
217,2022-11-17 22:50:37.108653,39.9701818333,0.0125616667,0.147,51.17,70.11
218,2022-11-17 22:50:38.120636,39.9701816667,0.0125623333,0.067,51.1,69.97
219,2022-11-17 22:50:39.133314,39.970181,0.0125626667,0.047,50.5,69.38
220,2022-11-17 22:50:40.145382,39.9701808333,0.0125625,0.069,50.76,69.49
221,2022-11-17 22:50:41.154472,39.9701803333,0.0125626667,0.0,50.56,69.11
222,2022-11-17 22:50:42.163280,39.9701801667,0.0125628333,0.0,51.55,69.17
223,2022-11-17 22:50:43.172343,39.9701798333,0.0125633333,0.0,50.38,68.27
224,2022-11-17 22:50:44.184905,39.9701793333,0.0125636667,0.082,49.86,68.75
225,2022-11-17 22:50:45.191561,0.0,0.0,0.097,49.0,67.32
226,2022-11-17 22:50:46.197795,0.0,0.0,0.139,50.06,67.83
227,2022-11-17 22:50:47.204363,0.0,0.0,0.023,50.23,68.6
228,2022-11-17 22:50:48.210795,0.0,0.0,0.117,49.18,69.2
229,2022-11-17 22:50:49.216947,0.0,0.0,0.045,49.24,68.02
230,2022-11-17 22:50:50.223139,0.0,0.0,0.063,48.44,67.11
231,2022-11-17 22:50:51.229598,0.0,0.0,0.04,50.46,69.33
232,2022-11-17 22:50:52.236071,0.0,0.0,0.07,49.61,68.03
233,2022-11-17 22:50:53.242555,0.0,0.0,0.139,49.73,67.42
234,2022-11-17 22:50:54.254568,39.9701741667,0.012568,0.215,50.68,69.57
235,2022-11-17 22:50:55.266537,39.9701743333,0.0125683333,0.19,51.01,68.43
236,2022-11-17 22:50:56.278608,39.9701738333,0.0125688333,0.036,50.64,68.99
237,2022-11-17 22:50:57.291010,39.9701736667,0.0125686667,0.127,50.79,68.96
238,2022-11-17 22:50:58.303272,39.9701728333,0.0125686667,0.036,53.3,69.86
